timestamp,subscription_id,resource_group,region,service_type,units_used,provision_capacity,cost_use,availability,external_holiday,internal_maintenance,forecast
2021-11-13,sub-28811,rg-730,Southeast Asia,Virtual Machine,486,731,46.03,96.05,0,0,451.41782
2021-10-08,sub-19840,rg-172,East US,functions,48,530,44.99,93.77,0,0,234.98534
2024-02-15,sub-75288,rg-504,East US,SQL DATABASE,867,868,14.32,92.25,1,1,687.07513
2021-08-19,sub-69767,rg-955,West Europe,SQL Database,499,600,18.28,96.28,0,0,407.08615
2021-06-19,sub-79430,rg-945,North Europe,App Service,638,918,36.13,90.48,0,0,611.01587
2024-10-09,sub-90402,rg-967,East US,SQL Database,502,523,48.39,93.19,1,0,375.4344
2021-09-29,sub-21919,rg-522,East US,Cosmos DB,224,409,13.09,92.39,0,0,225.6017
2021-04-22,sub-35693,rg-420,West US,STORAGE ACCOUNT,644,1009,48.18,94.34,0,0,634.6737
2021-07-09,sub-23886,rg-622,North Europe,Cosmos DB,499,891,43.05,92.52,0,0,651.7605
2024-03-05,sub-97691,rg-450,North Europe,Storage Account,893,1069,11.04,96.19,0,0,832.4444
2021-04-30,sub-77588,rg-868,North Europe,Functions,994,1046,48.95,90.78,0,0,831.71216
2023-08-05,sub-17805,rg-894,West US,Virtual Machine,998,1254,5.79,90.03,0,1,937.1471
2023-10-10,sub-66529,rg-659,southeast asia,STORAGE ACCOUNT,625,1110,27.9,99.49,0,0,738.46686
2021-01-31,sub-12023,rg-820,East US,App Service,825,1012,19.94,95.43,0,0,767.7032
2025-05-12,sub-48244,rg-858,Central US,SQL Database,833,1271,30.85,98.17,0,0,871.1833
2021-06-17,sub-26566,rg-236,Southeast Asia,Storage Account,679,706,2.45,93.09,0,0,533.357
2024-05-14,sub-61483,rg-342,West US,SQL Database,684,995,30.79,98.46,0,0,700.74915
2021-07-12,sub-37530,rg-667,Southeast Asia,Cosmos DB,649,979,40.37,95.78,0,0,731.98126
2022-11-14,sub-60095,rg-866,West Europe,SQL DATABASE,782,1096,49.86,95.04,0,0,787.37225
2023-03-24,sub-56127,rg-255,SOUTHEAST ASIA,Storage Account,839,1122,19.23,92.3,0,0,807.34894
2021-07-16,sub-66636,rg-939,east us,Cosmos DB,202,380,2.02,97.37,1,0,170.41063
2022-03-07,sub-62185,rg-940,North Europe,storage account,467,950,32.46,95.37,0,0,694.4426
2023-04-20,sub-66222,rg-973,WEST EUROPE,SQL Database,945,1339,34.1,96.21,0,0,910.704
2022-05-25,sub-32963,rg-249,east us,SQL DATABASE,158,336,18.57,97.75,1,0,186.73753
2021-01-16,sub-72114,rg-856,West US,Functions,196,379,22.37,92.47,0,0,192.3073
2022-03-03,sub-77327,rg-999,East US,COSMOS DB,287,597,9.29,97.92,0,0,338.46548
2024-01-26,sub-32941,rg-600,West US,cosmos db,636,1093,47.39,97.45,0,0,719.55176
2024-05-17,sub-39575,rg-215,EAST US,Cosmos DB,70,211,34.39,96.03,0,0,91.852394
2024-07-31,sub-72296,rg-738,SOUTHEAST ASIA,VIRTUAL MACHINE,30,495,25.25,99.96,0,0,162.75595
2024-06-25,sub-90327,rg-178,Southeast Asia,Storage Account,943,1283,15.92,92.63,0,0,908.263
2022-03-03,sub-93427,rg-687,Central US,SQL Database,647,787,36.25,96.84,0,0,548.5599
2024-05-29,sub-12175,rg-770,west us,SQL Database,775,887,35.22,93.21,0,0,647.3265
2021-05-31,sub-39499,rg-556,west europe,Virtual Machine,658,879,18.5,92.81,0,0,620.7638
2022-11-01,sub-19872,rg-408,southeast asia,Functions,117,516,43.42,97.42,0,0,232.37311
2021-06-26,sub-17610,rg-750,NORTH EUROPE,Cosmos DB,301,759,22.16,91.59,0,0,423.9959
2024-05-26,sub-37109,rg-571,North Europe,virtual machine,415,734,48.59,96.65,0,0,451.11694
2024-04-05,sub-31294,rg-651,Central US,Cosmos DB,293,327,44.35,92.04,0,0,215.82079
2022-12-26,sub-76554,rg-217,SOUTHEAST ASIA,COSMOS DB,189,682,24.14,96.84,0,0,376.68552
2022-05-17,sub-26148,rg-276,East US,App Service,512,824,19.77,93.67,0,0,604.9228
2022-07-14,sub-93541,rg-639,North Europe,Functions,21,381,30.64,91.73,0,0,274.10825
2022-06-16,sub-38134,rg-923,north europe,SQL Database,942,1271,20.72,90.67,0,0,910.90845
2022-04-27,sub-60881,rg-216,west europe,Storage Account,943,1378,27.3,98.57,0,1,929.4602
2023-07-23,sub-70349,rg-540,North Europe,Storage Account,977,1207,6.28,97.27,0,0,866.65216
2021-10-16,sub-11466,rg-219,North Europe,Storage Account,522,962,38.33,92.87,0,0,689.5511
2023-02-19,sub-97085,rg-587,East US,Storage Account,549,706,13.72,94.16,0,0,505.52997
2025-12-10,sub-40005,rg-340,Central US,VIRTUAL MACHINE,615,975,24.33,90.24,0,1,713.84985
2024-07-06,sub-74830,rg-765,southeast asia,Cosmos DB,386,816,19.1,96.25,0,0,580.19147
2024-09-30,sub-18846,rg-730,CENTRAL US,COSMOS DB,845,1027,17.32,96.68,0,0,788.56854
2023-09-17,sub-90777,rg-649,West US,SQL Database,173,444,39.93,96.06,1,0,216.71512
2025-06-25,sub-54100,rg-295,North Europe,Virtual Machine,720,853,43.17,99.4,0,0,667.4339
2025-06-29,sub-32139,rg-186,West US,Storage Account,760,925,10.86,91.31,0,0,662.2524
2023-01-11,sub-50486,rg-137,West US,Storage Account,732,906,5.68,97.02,0,0,643.2962
2025-03-29,sub-58094,rg-288,WEST EUROPE,Storage Account,347,724,6.94,98.66,0,0,434.82446
2021-12-17,sub-17714,rg-783,North Europe,Virtual Machine,203,482,34.09,95.87,0,0,255.1203
2025-02-12,sub-89609,rg-788,Southeast Asia,SQL Database,124,448,8.78,92.6,0,0,220.99953
2021-02-28,sub-68945,rg-483,Central US,SQL Database,73,546,17.52,95.19,0,0,226.36937
2022-06-27,sub-54568,rg-465,north europe,storage account,387,767,29.3,98.19,0,0,482.34613
2022-02-15,sub-83995,rg-861,North Europe,App Service,113,209,24.22,92.64,0,0,94.24674
2025-06-16,sub-98817,rg-618,central us,SQL Database,568,746,36.91,98.35,0,0,464.10416
2022-07-31,sub-37690,rg-267,CENTRAL US,Storage Account,348,584,14.86,99.98,0,0,335.54657
2023-05-22,sub-75123,rg-997,East US,Virtual Machine,995,1035,15.63,98.02,0,1,811.91425
2023-03-22,sub-87834,rg-725,EAST US,Functions,273,478,11.08,97.02,0,0,251.10086
2025-11-20,sub-45714,rg-969,Southeast Asia,VIRTUAL MACHINE,897,1032,35.43,90.08,0,0,782.45215
2021-09-07,sub-57426,rg-241,West US,Virtual Machine,607,1044,31.61,97.93,0,0,758.85474
2023-02-25,sub-19826,rg-612,North Europe,SQL Database,703,1056,1.16,94.32,0,0,774.88605
2025-04-29,sub-10054,rg-368,West US,SQL Database,293,579,49.01,98.93,0,0,318.67163
2021-02-27,sub-73866,rg-638,East US,Functions,358,661,40.16,97.63,0,0,422.28677
2023-04-28,sub-50760,rg-626,Central US,Cosmos DB,31,216,14.1,96.36,0,0,96.13681
2025-10-12,sub-21977,rg-514,West US,Functions,93,110,6.55,95.54,0,0,75.40421
2025-09-25,sub-45800,rg-729,WEST US,Virtual Machine,729,911,34.62,96.76,0,0,707.29755
2024-11-25,sub-22365,rg-271,West Europe,Storage Account,965,1047,41.35,97.64,0,0,795.4437
2023-07-05,sub-44441,rg-930,central us,sql database,101,179,2.69,92.36,1,0,86.451645
2021-10-02,sub-36781,rg-629,East US,SQL Database,952,1420,49.92,97.02,1,0,937.9643
2021-07-18,sub-12488,rg-159,north europe,SQL Database,130,176,29.31,94.2,0,1,91.852394
2024-05-09,sub-97963,rg-780,NORTH EUROPE,Functions,584,828,9.07,94.35,0,0,591.8661
2023-09-29,sub-93061,rg-223,East US,App Service,86,99,18.11,93.11,1,0,68.29185
2023-07-03,sub-75026,rg-346,East US,FUNCTIONS,252,256,7.85,92.87,0,0,143.31645
2023-01-02,sub-58182,rg-604,North Europe,Cosmos DB,920,1041,5.12,96.81,0,0,820.7982
2023-04-04,sub-36689,rg-587,West Europe,virtual machine,485,925,45.16,94.28,0,0,717.8098
2023-03-19,sub-40246,rg-481,East US,SQL Database,845,1208,31.32,93.49,0,0,869.5288
2022-03-03,sub-72192,rg-770,West Europe,SQL Database,398,593,27.59,97.49,0,0,343.54105
2025-10-28,sub-49843,rg-724,East US,cosmos db,330,504,21.8,95.45,0,0,248.6162
2024-07-22,sub-47264,rg-959,Central US,Cosmos DB,230,293,36.6,94.55,1,0,142.43509
2025-03-25,sub-25303,rg-103,West Europe,SQL DATABASE,357,525,33.28,97.31,0,0,306.89108
2023-03-21,sub-20783,rg-684,East US,Cosmos DB,435,679,23.65,91.3,0,0,409.3154
2022-12-09,sub-40574,rg-582,Southeast Asia,Cosmos DB,947,1229,42.14,95.52,1,0,894.48865
2025-09-16,sub-84574,rg-361,North Europe,Cosmos DB,939,1022,48.35,95.93,0,0,853.3102
2024-06-15,sub-63754,rg-136,Southeast Asia,SQL Database,709,918,31.04,99.68,0,0,649.10724
2025-06-23,sub-32465,rg-773,southeast asia,Functions,659,684,35.14,97.54,0,0,486.77097
2022-02-02,sub-70411,rg-664,Southeast Asia,Cosmos DB,149,265,28.05,97.44,0,0,135.9511
2024-04-13,sub-72823,rg-303,West Europe,App Service,493,776,25.94,97.76,0,0,537.23627
2025-12-01,sub-82271,rg-966,Central US,SQL Database,232,562,37.99,96.2,0,1,295.26074
2024-04-16,sub-70077,rg-429,SOUTHEAST ASIA,Cosmos DB,223,455,17.04,93.06,0,0,210.9994
2023-08-09,sub-65120,rg-205,west europe,Cosmos DB,781,945,4.32,91.52,0,0,691.6919
2025-10-25,sub-77018,rg-741,East US,Cosmos DB,325,640,24.7,90.94,0,1,388.85507
2021-07-30,sub-58547,rg-704,SOUTHEAST ASIA,Storage Account,108,474,15.1,92.73,0,0,210.9994
2024-09-22,sub-56589,rg-457,NORTH EUROPE,Functions,27,211,44.63,99.89,0,0,93.271996
2021-05-28,sub-42265,rg-567,North Europe,Cosmos DB,636,884,29.35,92.34,0,0,611.9031
2025-07-18,sub-26582,rg-979,North Europe,Virtual Machine,909,1281,46.87,90.76,0,0,907.6586
2021-06-08,sub-43056,rg-829,East US,Functions,127,454,20.85,93.17,0,0,242.52045
2021-12-13,sub-83689,rg-380,North Europe,Storage Account,955,1013,47.28,93.01,0,0,822.6753
2021-07-20,sub-42774,rg-648,Southeast Asia,Functions,633,1089,28.98,93.61,0,0,808.29974
2023-03-22,sub-36382,rg-372,North Europe,App Service,812,1118,35.67,94.31,0,0,813.2873
2022-09-30,sub-85519,rg-911,West US,SQL Database,33,242,18.36,90.43,0,1,111.168236
2021-11-11,sub-37529,rg-775,east us,SQL Database,727,1053,1.48,93.58,1,0,774.88605
2022-10-12,sub-27231,rg-622,West Europe,Virtual Machine,700,810,0.42,98.39,0,0,596.23346
2022-07-24,sub-86581,rg-584,East US,cosmos db,462,716,31.31,97.15,0,0,471.53082
2022-08-08,sub-61429,rg-881,West Europe,SQL Database,390,395,10.16,92.04,0,0,236.4129
2024-11-13,sub-55739,rg-439,Central US,App Service,721,1108,17.3,90.56,0,0,786.70465
2025-12-04,sub-47614,rg-263,Central US,Virtual Machine,204,659,30.2,95.92,0,0,284.51794
2025-01-29,sub-14844,rg-102,NORTH EUROPE,Cosmos DB,670,736,41.97,91.28,0,0,598.20575
2023-04-09,sub-87398,rg-992,Southeast Asia,SQL Database,532,989,44.97,99.6,0,0,602.73364
2025-12-16,sub-52627,rg-218,WEST EUROPE,COSMOS DB,686,696,37.43,91.0,0,0,573.5194
2023-07-02,sub-73401,rg-373,West Europe,Functions,637,1067,1.89,98.35,0,0,783.6027
2023-08-07,sub-81353,rg-150,EAST US,COSMOS DB,396,702,16.25,99.34,0,0,418.67517
2022-11-18,sub-67505,rg-673,West US,Storage Account,171,397,34.35,93.49,0,0,178.77681
2025-01-19,sub-65382,rg-992,north europe,App Service,489,709,23.33,98.33,0,0,475.23294
2025-02-05,sub-62568,rg-111,Southeast Asia,App Service,998,1358,36.28,90.18,1,0,934.7248
2025-10-23,sub-88047,rg-271,west europe,Storage Account,171,238,5.55,91.39,0,0,117.5233
2025-11-23,sub-24308,rg-558,North Europe,Cosmos DB,737,832,35.22,95.49,0,0,629.5094
2025-09-24,sub-39601,rg-922,West US,Cosmos DB,625,896,32.49,97.05,0,0,615.2525
2021-03-17,sub-62056,rg-590,West US,Functions,47,230,22.81,95.7,0,0,112.46316
2022-04-22,sub-45992,rg-966,Southeast Asia,Storage Account,468,919,22.35,93.6,0,0,627.54517
2025-03-22,sub-96622,rg-492,NORTH EUROPE,App Service,515,902,40.07,92.76,0,1,664.25977
2025-08-28,sub-64709,rg-457,Central US,Storage Account,909,1381,43.7,95.82,0,0,937.9643
2024-03-12,sub-65039,rg-245,North Europe,Virtual Machine,718,1034,46.18,99.68,0,0,785.27704
2022-12-12,sub-20720,rg-283,Central US,SQL Database,960,1155,24.98,96.98,0,0,858.0319
2022-11-26,sub-49510,rg-299,North Europe,Functions,872,962,13.29,95.47,0,1,710.77264
2024-08-13,sub-33276,rg-225,West Europe,Cosmos DB,21,347,23.6,98.17,0,0,169.26477
2024-08-17,sub-85415,rg-908,West US,sql database,126,361,15.71,96.43,0,0,186.73753
2024-02-26,sub-54773,rg-297,East US,Functions,508,672,30.78,95.58,0,0,455.4519
2025-04-05,sub-81616,rg-905,East US,SQL DATABASE,801,1114,13.23,96.17,0,1,855.42004
2023-05-04,sub-12792,rg-757,East US,App Service,78,533,19.7,96.44,0,0,280.85324
2023-10-08,sub-16864,rg-978,East US,STORAGE ACCOUNT,595,925,3.48,98.42,0,0,655.0821
2025-07-14,sub-24285,rg-847,Southeast Asia,SQL Database,156,366,19.81,92.47,0,0,197.96281
2021-09-21,sub-93774,rg-979,West Europe,FUNCTIONS,150,629,40.25,92.68,0,0,344.08585
2023-08-30,sub-68846,rg-303,Central US,Storage Account,841,1280,36.71,94.53,0,0,899.58325
2023-09-27,sub-92095,rg-500,WEST EUROPE,Cosmos DB,970,1262,31.74,93.18,0,0,926.9886
2021-10-12,sub-34880,rg-829,Southeast Asia,SQL Database,417,766,47.6,98.62,0,0,500.84744
2024-08-04,sub-17036,rg-513,Southeast Asia,Functions,70,94,10.89,93.71,0,0,76.34404
2021-10-13,sub-10692,rg-712,West US,Functions,403,734,28.52,93.96,0,0,473.83603
2025-02-07,sub-72733,rg-680,West US,App Service,492,939,11.74,96.35,0,0,559.79675
2024-09-06,sub-69208,rg-593,WEST EUROPE,Cosmos DB,692,1039,33.57,94.33,0,0,788.56854
2023-12-26,sub-73947,rg-253,East US,App Service,731,905,25.65,98.65,0,0,666.6319
2025-08-18,sub-63821,rg-318,Central US,Functions,136,304,39.36,92.11,0,0,133.80328
2021-04-23,sub-66829,rg-572,Central US,Storage Account,627,1030,7.19,99.8,0,0,778.5036
2025-11-03,sub-52346,rg-140,SOUTHEAST ASIA,App Service,395,854,15.18,92.87,0,0,587.3265
2021-08-04,sub-50007,rg-822,West Europe,FUNCTIONS,387,595,20.77,95.38,1,0,334.1811
2025-06-11,sub-36526,rg-142,West Europe,Functions,209,245,30.51,95.84,0,0,130.61191
2023-07-30,sub-94816,rg-447,Southeast Asia,Functions,997,1434,11.2,91.14,0,1,956.6999
2022-09-17,sub-13015,rg-997,Central US,App Service,542,870,25.13,99.72,0,0,611.61505
2025-03-19,sub-87089,rg-236,NORTH EUROPE,FUNCTIONS,677,823,46.98,97.48,0,0,612.10754
2025-04-24,sub-62662,rg-139,North Europe,SQL Database,86,197,2.36,96.86,0,0,88.84599
2022-05-10,sub-99726,rg-140,West Europe,SQL Database,980,1233,1.96,96.91,0,0,859.4819
2024-11-22,sub-61601,rg-215,EAST US,APP SERVICE,161,180,24.64,96.62,0,0,113.59675
2021-07-21,sub-64832,rg-313,East US,Functions,29,461,40.63,92.52,1,0,234.62277
2024-09-05,sub-71446,rg-972,East US,Virtual Machine,483,584,10.29,96.57,0,0,354.5849
2023-12-10,sub-57343,rg-386,north europe,App Service,731,910,3.25,92.39,0,0,655.0821
2025-02-13,sub-16909,rg-808,north europe,SQL Database,650,921,22.7,92.2,0,0,657.96796
2021-03-05,sub-64632,rg-125,East US,Virtual Machine,224,540,24.39,99.29,0,0,265.7716
2025-12-21,sub-90516,rg-699,North Europe,functions,564,923,9.6,94.35,0,0,662.2524
2024-03-16,sub-31068,rg-139,west us,COSMOS DB,806,1243,14.23,92.34,1,0,861.0424
2025-06-08,sub-49691,rg-366,West Europe,Cosmos DB,869,1165,14.99,98.47,0,0,853.86316
2023-07-10,sub-69561,rg-776,North Europe,APP SERVICE,647,1080,17.46,97.94,0,0,814.66956
2022-06-02,sub-71240,rg-165,central us,Cosmos DB,626,676,23.1,94.71,0,0,488.8218
2021-05-29,sub-47076,rg-385,southeast asia,SQL Database,394,598,33.78,91.57,0,0,338.45602
2021-01-08,sub-42725,rg-315,NORTH EUROPE,SQL Database,64,208,22.08,95.49,0,0,91.852394
2021-07-22,sub-31789,rg-455,east us,SQL DATABASE,334,672,6.82,95.96,0,0,434.95935
2023-08-02,sub-59241,rg-234,West US,App Service,430,728,37.23,93.19,1,0,491.93848
2022-10-26,sub-83755,rg-949,Southeast Asia,virtual machine,695,1076,32.01,91.99,0,0,785.9178
2021-12-12,sub-90861,rg-766,West US,Functions,156,289,26.27,92.75,0,0,144.7403
2024-04-06,sub-13413,rg-745,West Europe,SQL Database,339,641,29.7,92.67,0,0,397.20474
2025-10-24,sub-54266,rg-138,east us,Cosmos DB,821,1154,24.68,92.96,0,0,851.457
2023-06-23,sub-20781,rg-128,East US,App Service,570,910,39.72,91.09,0,0,595.97955
2021-01-20,sub-15180,rg-853,Central US,SQL Database,757,1022,38.7,95.94,0,0,767.8077
2022-01-25,sub-49172,rg-622,West US,SQL Database,374,442,22.97,94.31,0,0,216.71512
2023-07-29,sub-50733,rg-950,north europe,APP SERVICE,877,1006,31.31,91.84,0,0,801.9751
2023-02-01,sub-40686,rg-747,West Europe,App Service,744,1006,37.32,99.74,0,0,665.13824
2022-08-19,sub-59603,rg-550,SOUTHEAST ASIA,Cosmos DB,340,711,5.17,90.05,0,0,397.41888
2021-05-21,sub-42340,rg-518,West Europe,SQL Database,173,527,32.2,92.9,0,0,280.85324
2022-03-19,sub-99033,rg-311,Southeast Asia,Virtual Machine,684,805,23.68,99.86,0,0,599.1193
2022-03-21,sub-45854,rg-419,Central US,Storage Account,708,915,12.97,98.05,0,0,637.1927
2021-06-01,sub-14980,rg-997,North Europe,Storage Account,949,1314,29.65,99.66,0,0,910.704
2021-06-14,sub-79764,rg-684,East US,Storage Account,483,949,24.35,98.42,0,0,660.769
2023-05-15,sub-77380,rg-372,Southeast Asia,Virtual Machine,813,1026,36.11,97.53,0,0,788.56854
2022-08-24,sub-45158,rg-437,North Europe,Cosmos DB,489,739,49.92,97.55,0,0,517.925
2024-06-30,sub-41460,rg-216,North Europe,functions,971,1450,41.17,97.61,0,1,942.8196
2025-07-14,sub-94450,rg-870,North Europe,App Service,512,729,27.34,90.73,0,0,475.1082
2024-02-11,sub-33846,rg-859,West US,Virtual Machine,291,307,42.74,90.87,0,0,165.17842
2024-12-15,sub-49272,rg-794,Southeast Asia,App Service,840,1145,37.12,93.68,0,0,813.06464
2024-11-10,sub-73022,rg-450,NORTH EUROPE,SQL Database,7,397,12.64,96.69,1,0,143.20279
2022-02-17,sub-64690,rg-981,southeast asia,virtual machine,239,650,11.21,94.85,0,0,419.18094
2021-07-18,sub-14163,rg-890,West US,Virtual Machine,258,722,25.54,99.66,0,1,389.40488
2024-06-02,sub-20067,rg-847,West Europe,App Service,558,1057,36.69,92.95,0,0,749.406
2024-03-14,sub-79747,rg-493,West US,SQL Database,367,464,9.4,91.18,0,1,276.95062
2023-05-31,sub-26158,rg-632,North Europe,functions,164,397,47.7,96.58,0,0,201.4481
2021-04-03,sub-82887,rg-731,East US,Storage Account,217,716,36.11,91.77,0,0,424.08813
2023-05-06,sub-87612,rg-638,West Europe,Virtual Machine,86,427,48.63,92.68,0,0,219.11443
2022-04-11,sub-76825,rg-601,NORTH EUROPE,Storage Account,27,302,34.5,92.7,0,0,111.892494
2021-08-17,sub-12370,rg-797,WEST US,Functions,582,698,0.61,97.81,0,0,523.0618
2022-03-02,sub-35720,rg-930,West US,Virtual Machine,373,794,33.49,93.53,0,0,552.5466
2021-05-06,sub-81438,rg-252,North Europe,VIRTUAL MACHINE,140,272,4.27,90.71,0,0,139.55084
2024-10-03,sub-14512,rg-871,Southeast Asia,APP SERVICE,482,902,33.02,92.96,0,0,744.02234
2025-02-28,sub-46498,rg-949,West Europe,Functions,244,550,48.54,94.84,0,0,291.50815
2023-12-21,sub-63993,rg-558,WEST EUROPE,Virtual Machine,507,713,46.57,94.36,0,0,459.848
2023-08-14,sub-28669,rg-174,Southeast Asia,Functions,96,298,35.48,95.26,0,0,144.7403
2025-11-24,sub-94715,rg-698,North Europe,virtual machine,771,1164,31.23,99.05,0,0,840.282
2025-10-18,sub-31205,rg-418,north europe,Storage Account,101,298,24.23,97.89,0,0,142.43509
2023-12-16,sub-88971,rg-993,West Europe,SQL Database,664,861,6.22,90.34,0,0,617.4611
2022-07-31,sub-73773,rg-721,East US,Virtual Machine,271,693,0.81,98.61,0,0,384.80746
2025-12-29,sub-64591,rg-785,East US,Virtual Machine,317,565,38.43,92.68,0,0,325.35223
2025-12-01,sub-38645,rg-965,North Europe,Storage Account,424,923,9.95,99.36,0,0,626.9821
2024-09-10,sub-60611,rg-982,West US,Storage Account,567,980,40.14,90.53,0,0,661.2142
2024-03-29,sub-45858,rg-544,west us,virtual machine,940,1353,33.7,99.4,0,0,908.66925
2024-09-28,sub-43661,rg-908,north europe,SQL Database,795,1201,25.2,98.74,1,0,821.8412
2025-02-11,sub-40758,rg-505,Central US,App Service,209,410,30.6,98.49,0,0,210.092
2021-05-16,sub-33113,rg-578,West US,APP SERVICE,114,402,40.06,96.07,1,0,199.15498
2024-01-08,sub-74329,rg-343,North Europe,cosmos db,469,728,47.54,94.52,0,0,476.32446
2021-06-27,sub-12686,rg-371,East US,Storage Account,925,998,21.01,91.57,0,0,804.76276
2025-03-02,sub-18332,rg-330,WEST EUROPE,Storage Account,158,346,28.56,91.08,0,0,189.53696
2023-10-30,sub-51575,rg-229,West Europe,Cosmos DB,152,561,25.18,92.45,0,0,295.26074
2022-06-14,sub-16586,rg-949,North Europe,Cosmos DB,938,1201,37.48,90.85,0,0,879.9206
2022-05-25,sub-11634,rg-795,West US,SQL Database,610,646,39.16,95.37,0,1,462.20816
2023-07-18,sub-47508,rg-432,West Europe,Functions,273,407,9.13,96.7,0,0,256.00516
2022-01-03,sub-94570,rg-859,North Europe,Storage Account,490,637,5.01,96.99,0,0,391.46295
2022-03-25,sub-10433,rg-133,north europe,SQL Database,901,992,24.45,91.89,1,0,765.5396
2022-04-15,sub-48241,rg-937,North Europe,App Service,63,151,24.39,94.21,0,1,83.109505
2022-10-25,sub-66393,rg-870,Central US,SQL Database,387,688,27.15,93.65,1,0,466.49185
2023-01-09,sub-60059,rg-987,SOUTHEAST ASIA,Storage Account,911,1079,5.67,94.08,0,0,818.7539
2023-07-04,sub-26129,rg-892,WEST US,VIRTUAL MACHINE,114,536,16.94,91.76,0,0,234.32185
2025-08-15,sub-49494,rg-409,west europe,Functions,184,247,25.26,94.2,0,0,130.61191
2023-09-07,sub-71159,rg-773,East US,Cosmos DB,739,847,22.08,99.34,0,0,585.2765
2025-02-06,sub-26704,rg-867,West Europe,App Service,955,1120,7.83,97.3,0,0,883.9264
2021-03-01,sub-56074,rg-597,North Europe,SQL Database,426,741,41.13,97.45,0,0,450.87784
2023-01-15,sub-20147,rg-560,Central US,Storage Account,67,511,23.05,90.36,0,0,183.19374
2022-05-25,sub-62118,rg-539,SOUTHEAST ASIA,cosmos db,954,1361,36.52,90.83,0,0,913.1422
2024-04-28,sub-56288,rg-139,Central US,App Service,943,1387,18.4,95.87,1,0,935.565
2023-01-23,sub-50613,rg-269,north europe,App Service,717,1159,30.39,96.25,0,0,840.282
2021-05-12,sub-53939,rg-405,west europe,App Service,616,617,36.12,90.55,0,0,431.02362
2023-05-27,sub-21057,rg-394,Southeast Asia,SQL Database,866,1073,9.82,91.89,0,0,818.37445
2021-10-25,sub-53552,rg-282,WEST EUROPE,SQL DATABASE,923,1279,16.6,92.83,1,0,908.263
2025-04-22,sub-47609,rg-532,West US,Cosmos DB,214,502,26.48,97.26,0,0,248.6162
2022-05-10,sub-30883,rg-360,EAST US,SQL Database,960,1004,3.25,94.94,0,0,749.5448
2024-05-21,sub-21752,rg-846,West US,SQL Database,7,190,40.4,92.16,0,0,111.471
2025-11-02,sub-30634,rg-773,SOUTHEAST ASIA,Storage Account,353,773,1.61,93.81,0,0,423.4927
2021-11-02,sub-15351,rg-516,Central US,STORAGE ACCOUNT,645,840,43.15,93.55,0,0,601.9512
2021-10-03,sub-36291,rg-690,North Europe,Storage Account,994,1252,18.44,99.44,0,0,858.3538
2021-11-07,sub-54926,rg-738,east us,Cosmos DB,767,1265,13.84,99.12,0,0,811.7215
2023-08-19,sub-29161,rg-270,East US,SQL Database,188,662,28.69,92.82,0,0,392.97473
2023-07-09,sub-49780,rg-875,WEST EUROPE,FUNCTIONS,605,893,15.92,91.85,1,0,624.1132
2022-06-15,sub-62949,rg-134,WEST EUROPE,Functions,782,907,9.98,90.49,1,0,646.61163
2023-03-11,sub-84177,rg-761,East US,Functions,951,1240,8.07,92.36,0,0,884.79816
2023-07-05,sub-87298,rg-759,West Europe,SQL Database,552,923,31.72,91.9,0,0,649.10724
2021-12-12,sub-70421,rg-238,Southeast Asia,STORAGE ACCOUNT,553,733,35.79,93.03,0,0,471.53082
2021-05-05,sub-52053,rg-861,West Europe,STORAGE ACCOUNT,601,765,7.55,91.71,0,0,539.06775
2021-07-31,sub-65453,rg-733,Central US,SQL Database,537,931,3.83,91.58,0,0,672.7418
2021-11-22,sub-51112,rg-806,North Europe,Storage Account,997,1037,8.57,94.34,0,0,925.0138
2023-12-14,sub-92827,rg-536,West US,functions,641,671,29.5,92.48,0,0,453.08914
2021-09-13,sub-67751,rg-213,Central US,Storage Account,255,470,11.72,92.15,0,0,232.22482
2022-05-28,sub-84121,rg-450,East US,App Service,636,665,11.99,99.29,0,0,424.26596
2023-01-17,sub-84270,rg-446,Central US,App Service,198,256,45.39,95.1,0,0,172.28818
2025-06-21,sub-18187,rg-308,North Europe,Virtual Machine,497,513,18.16,97.12,0,1,255.1203
2024-09-30,sub-41841,rg-821,SOUTHEAST ASIA,Functions,450,813,11.56,96.64,0,0,513.73645
2021-05-05,sub-67907,rg-873,WEST US,virtual machine,430,684,38.6,91.63,0,0,460.86465
2024-12-05,sub-97079,rg-783,Central US,Cosmos DB,651,821,32.6,99.97,1,0,582.29517
2022-01-19,sub-38232,rg-434,West Europe,Functions,786,944,38.39,91.97,0,0,696.88293
2024-04-19,sub-16356,rg-872,East US,Cosmos DB,911,997,33.53,94.19,0,0,807.72375
2025-05-25,sub-22106,rg-906,North Europe,virtual machine,630,1068,15.8,98.17,0,0,787.35364
2022-10-16,sub-11703,rg-878,West Europe,App Service,735,1226,6.5,95.46,1,0,826.21515
2024-02-28,sub-40601,rg-732,North Europe,Functions,384,830,21.91,91.85,0,0,620.93866
2021-03-16,sub-31271,rg-737,Central US,Functions,292,783,25.2,95.15,0,0,542.0743
2024-11-25,sub-49122,rg-708,West US,Functions,5,231,47.32,91.18,1,0,93.38294
2024-06-22,sub-83972,rg-902,West Europe,Virtual Machine,229,621,48.87,92.46,0,0,360.07315
2021-03-08,sub-48391,rg-681,Southeast Asia,Storage Account,418,858,13.58,95.02,1,0,616.45087
